date,product,category,region,sales,revenue
2026-02-25,Keyboard,Accessories,East,55,22220
2026-02-25,Mouse,Accessories,North,96,150912
2026-02-25,Headphones,Accessories,East,193,184122
2026-02-25,Webcam,Accessories,West,174,230202
2026-02-25,Speaker,Accessories,West,82,143090
2026-02-25,Printer,Office,South,174,284142
2026-02-25,Scanner,Office,West,169,55770
2026-02-25,Projector,Office,South,216,381888
2026-02-25,Desk Phone,Office,South,214,313296
2026-02-25,Paper Shredder,Office,North,220,332420
2026-02-25,Smart Watch,Wearables,Central,234,400842
2026-02-25,VR Headset,Wearables,Central,206,360706
2026-02-25,Fitness Band,Wearables,West,224,122976
2026-02-25,Smart Glasses,Wearables,South,169,143650
2026-02-25,Router,Networking,Central,185,331705
2026-02-25,Switch,Networking,Central,199,181090
2026-02-25,WiFi Adapter,Networking,North,169,132327
2026-02-25,Modem,Networking,Central,177,152220
2026-02-25,Access Point,Networking,East,132,237336
2026-02-26,Laptop,Electronics,South,168,296184
2026-02-26,Mobile,Electronics,East,186,247008
2026-02-26,Tablet,Electronics,North,149,210090
2026-02-26,Monitor,Electronics,East,234,210600
2026-02-26,Camera,Electronics,South,158,100330
2026-02-26,Keyboard,Accessories,Central,42,24780
2026-02-26,Mouse,Accessories,West,82,23124
2026-02-26,Headphones,Accessories,North,151,133786
2026-02-26,Webcam,Accessories,West,142,214420
2026-02-26,Speaker,Accessories,Central,154,84854
2026-02-26,Printer,Office,East,76,114228
2026-02-26,Scanner,Office,South,168,290640
2026-02-26,Projector,Office,South,168,240912
2026-02-26,Desk Phone,Office,Central,61,63013
2026-02-26,Paper Shredder,Office,East,200,123200
2026-02-26,Smart Watch,Wearables,Central,135,147825
2026-02-26,VR Headset,Wearables,West,81,94689
2026-02-26,Fitness Band,Wearables,East,141,167085
2026-02-26,Smart Glasses,Wearables,South,111,113109
2026-02-26,Router,Networking,Central,209,205447
2026-02-26,Switch,Networking,South,79,22041
2026-02-26,WiFi Adapter,Networking,East,138,147798
2026-02-26,Modem,Networking,East,42,71316
2026-02-26,Access Point,Networking,West,183,268461
2026-02-27,Laptop,Electronics,South,232,401360
2026-02-27,Mobile,Electronics,South,90,80730
2026-02-27,Tablet,Electronics,Central,104,136760
2026-02-27,Monitor,Electronics,South,88,146520
2026-02-27,Camera,Electronics,East,96,40224
2026-02-27,Keyboard,Accessories,Central,159,211152
2026-02-27,Mouse,Accessories,West,90,86850
2026-02-27,Headphones,Accessories,North,194,102626
2026-02-27,Webcam,Accessories,North,235,346155
2026-02-27,Speaker,Accessories,South,169,53404
2026-02-27,Printer,Office,East,27,25785
2026-02-27,Scanner,Office,South,70,28980
2026-02-27,Projector,Office,East,143,104247
2026-02-27,Desk Phone,Office,Central,54,66906
2026-02-27,Paper Shredder,Office,East,102,173808
2026-02-27,Smart Watch,Wearables,South,105,126840
2026-02-27,VR Headset,Wearables,East,178,300998
2026-02-27,Fitness Band,Wearables,North,32,38912
2026-02-27,Smart Glasses,Wearables,West,36,46476
2026-02-27,Router,Networking,South,228,274512
2026-02-27,Switch,Networking,North,153,196146
2026-02-27,WiFi Adapter,Networking,East,224,282912
2026-02-27,Modem,Networking,North,47,30174
2026-02-27,Access Point,Networking,East,150,176100
2026-02-28,Laptop,Electronics,Central,184,305624
2026-02-28,Mobile,Electronics,South,192,277440
2026-02-28,Tablet,Electronics,South,169,200941
2026-02-28,Monitor,Electronics,South,190,208620
2026-02-28,Camera,Electronics,Central,61,23607
2026-02-28,Keyboard,Accessories,North,187,313599
2026-02-28,Mouse,Accessories,West,236,64192
2026-02-28,Headphones,Accessories,North,36,56412
2026-02-28,Webcam,Accessories,South,78,55302
2026-02-28,Speaker,Accessories,Central,99,63954
2026-02-28,Printer,Office,East,137,44525
2026-02-28,Scanner,Office,North,30,13950
2026-02-28,Projector,Office,East,152,213864
2026-02-28,Desk Phone,Office,East,93,79887
2026-02-28,Paper Shredder,Office,East,91,40313
2026-02-28,Smart Watch,Wearables,West,58,66468
2026-02-28,VR Headset,Wearables,East,174,232638
2026-02-28,Fitness Band,Wearables,North,159,155979
2026-02-28,Smart Glasses,Wearables,Central,170,157590
2026-02-28,Router,Networking,South,198,180378
2026-02-28,Switch,Networking,North,104,89648
2026-02-28,WiFi Adapter,Networking,East,174,276660
2026-02-28,Modem,Networking,East,173,134940
2026-02-28,Access Point,Networking,South,183,269376
